"id";"lettre";"mot";"enonce";"interp";"regle"
"4890";"F";"Fly (flies) ";"See oneself in dream eating flies,   ";"announces that it could mean a fortune that would be illegal fortune or acquired unworthily.";
"4891";"F";"Fly (flies) ";"See in dream the flies over his head,   ";"announces that it could mean impediment and loss for the traveler. Indeed, Allah The Almighty said “O men! Here is a parable set forth! Listen to it! Those on whom, besides Allah, ye call, cannot create (even) a fly, if they all met together for the purpose! And if the fly should snatch away anything from them, they would have no power to realise it from the fly. Feeble are those who petition and those whom they petition!”, (Al-Hajj, 73).";
"4892";"F";"Fly (flies) ";"See in dream the flies ascending to the sky through doors,   ";"announces that it could mean rain in times of drought.";
"4893";"F";"Fly (flies) ";"See oneself in dream killing a fly,   ";"announces that it could mean tranquility and good health.";
"4894";"F";"Flying of human ";"See oneself in dream flying from bottom to top without wings,   ";"announces that could mean achieving desires as well as an elevated rank.";
"4895";"F";"Flying of human ";"See oneself in dream hovering in width in the sky,   ";"announces that could mean honor and a trip to a faraway place.";
"4896";"F";"Flying of human ";"See oneself in dream flying from a terrace to another,   ";"announces that he could change wife.";
"4897";"F";"Flying of human ";"See oneself in dream carried away by wind and climb up without being frightened and not see darkness or fog,   ";"announces that he could govern people, have the glory if he would be worthy , traveling via sea and arriving at destination and see his business thriving.";
"4898";"F";"Flying of human ";"See oneself in dream flying in the air without wings,   ";"announces that it could b pretentious and adventurer in connection with Jihad, Hisba or travel.";
"4899";"F";"Flying of human ";"See oneself in dream flying and reach a farther end,   ";"announces that it could mean a beneficial trip.";
"4900";"F";"Flying of human ";"See oneself in dream carried away by the wind , climbing up, and feel rolled, pulled and frightened,   ";"announces that it could mean a broke down of a ship for the by sea, worsening illness, great misfortunes, and earthquakes or severe instructions of Sultan or governor.";
"4901";"F";"Flying of human ";"See oneself in dream carried away by the wind , climbing up, and see darkness,  dust and noise,   ";"announces that it could mean a broke down of a ship for the by sea, worsening illness, great misfortunes, and earthquakes or severe instructions of Sultan or governor.";
"4902";"F";"Flying of human ";"See in dream people involuntarily carried by the wind,   ";"announces that it could mean a disaster, epidemic or injustice to make people suffer.";
"4903";"F";"Flying of human ";"See oneself in dream carried away by wind and climb up,   ";"announces that it could mean a fortune to the poor.";
"4904";"F";"Flying of human ";"See oneself in dream transported by the wind from one place to another,   ";"announces that it could mean a power or a trip without return.";
"4905";"F";"Flying of human ";"See oneself in dream flying in the air,   ";"announces that it could mean a travel.";
"4906";"F";"Flying of human ";"See in dream his workhorse hovering between sky and earth,   ";"announces that it could mean a trip and benefits for himself and his wife.";
"4907";"F";"Flying of human ";"See oneself in dream riding on a horse with two wings and hover between sky and earth,   ";"announces that it could mean be consolidation of faith and life as well as a trip.";
"4908";"F";"Flying of human ";"See oneself in dream flying in the air with wings,   ";"announces that it could mean fortune or travel as well as power.";
"4909";"F";"Flying of human ";"See oneself in dream flying in the air like a dove,   ";"announces that it could mean glory.";
"4910";"F";"Flying of human ";"See oneself in dream flying from a place to another,   ";"announces that it could mean honor and joy.";
"4911";"F";"Flying of human ";"See oneself in dream flying in the sky and disappear without returning,   ";"announces that it could mean the approach of death.";
"4912";"F";"Flying of human ";"See oneself in dream flying from his house to an unknown house,   ";"announces that it could mean the approach of death.";
"4913";"F";"Flying of human ";"See in dream the Sultan flying with wings,   ";"announces that it could mean the consolidation of his power.";
"4914";"F";"Flying of human ";"See oneself in dream flying with wings,   ";"announces that it could mean travel or change of situation.";
"4915";"F";"Flying of human ";"See oneself in dream flying,   ";"announces that it could mean travel, power to the governor or sultan and he could appropriate all things that he would have fallen on. This dream could also mean a serious illness to the point of risking death or weakening of faith following an unlawful act.";
"4916";"F";"Flying of human ";"The woman, who sees herself in dream flying from her home to the house of a man she knows,   ";"announces that man could ask her for marriage.";
"4917";"F";"Foam ";"See in dream a mountain transformed into foam,   ";"announces that it could not be a laudable dream for the person represented by the mountain. It could men humiliation after glory retuning back to infidelity for the believer.";
"4918";"F";"Folding carpet ";"See in dream that his carpet was folded by others and has been placed on his shoulders to move it to an unknown place,   ";"announces that he could mean the approach of his death.";
"4919";"F";"Folding carpet ";"See oneself in dream folding his carpet,   ";"announces that it could mean discomfort and impediments.";
"4920";"F";"Folding carpet ";"See oneself in dream owning a carpet folded without knowing who or how it has been,   ";"announces that it could mean discomfort.";
"4921";"F";"Folding carpet ";"See oneself in dream owning a carpet folded without knowing who or how it has been, then see that the carpet is extended,   ";"announces that it could mean happy outcome and ease.";
"4922";"F";"Folding carpet ";"See oneself in dream folding his carpet and carrying it on his shoulders to an unknown location,   ";"announces that it could mean the approach of death.";
"4923";"F";"Folding carpet ";"See in dream that his carpet was folded by others and has been placed on his shoulders to move it to an unknown place where he meets a deceased person actually,   ";"announces that it could mean the approach of his death.";
"4924";"F";"Folding carpet ";"See oneself in dream folding his carpet and carrying it to an unknown place where he meets a deceased person actually,   ";"announces that it could mean the approach of his death.";
"4925";"F";"Folding earth ";"See in a dream that the earth is bent on people,   ";"announces that it could involve the occurrence of a disaster. It could be a horrible death, hardship, famine or gene.";
"4926";"F";"Folding earth ";"See in a dream that the land is folded on him,   ";"announces that it could mean difficulties and discomfort.";
"4927";"F";"Folding earth ";"See oneself in a dream folding land with his hands,   ";"announces that it could mean sovereignty.";
"4928";"F";"Folding, various cases ";"See oneself in dream folding his mattress and put it aside,   ";"announces that it could be a rupture with his wife. In case of further evidence in the dream, it could mean the approach of death of one of them or separation because of divorce.";
"4929";"F";"Folding, various cases ";"See in dream that the dome of the Sultan folded,   ";"announces that it could be the loss of power or the approach of his death.";
"4930";"F";"Folding, various cases ";"See in dream a folded tissue,   ";"announces that it could mean a travel.";
"4931";"F";"Folding, various cases ";"See in dream that the marquee of the Sultan is folded,   ";"announces that it could mean loss of power or the approach of his death.";
